"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-12 11:23:40,0.400,0.400
2023-07-12 11:23:45,0.400,0.400
2023-07-12 11:23:50,0.100,0.100
2023-07-12 11:23:55,0.100,0.100
2023-07-12 11:24:00,0.300,0.300
2023-07-12 11:24:05,0.300,0.300
2023-07-12 11:24:10,0.500,0.500
2023-07-12 11:24:15,0.500,0.500
2023-07-12 11:24:20,1,1.10
2023-07-12 11:24:25,1,1.10
2023-07-12 11:24:30,1.60,1.80
2023-07-12 11:24:35,1.60,1.80
2023-07-12 11:24:40,0.700,1.10
2023-07-12 11:24:45,0.700,1.10
2023-07-12 11:24:50,0.800,1
2023-07-12 11:24:55,0.800,1
2023-07-12 11:25:00,0.700,1
2023-07-12 11:25:05,0.700,1
2023-07-12 11:25:10,1.20,1.30
2023-07-12 11:25:15,1.20,1.30
2023-07-12 11:25:20,1.20,1.40
2023-07-12 11:25:25,1.20,1.40
2023-07-12 11:25:30,1.10,1.50
2023-07-12 11:25:35,1.10,1.50
2023-07-12 11:25:40,1.30,1.30
2023-07-12 11:25:45,1.30,1.30
2023-07-12 11:25:50,0.900,0.900
2023-07-12 11:25:55,0.900,0.900
2023-07-12 11:26:00,0.200,0.200
2023-07-12 11:26:05,0.200,0.200
2023-07-12 11:26:10,0.100,0.400
2023-07-12 11:26:15,0.100,0.400
2023-07-12 11:26:20,0.600,0.600
2023-07-12 11:26:25,0.600,0.600
2023-07-12 11:26:30,0.800,0.800
2023-07-12 11:26:35,0.800,0.800
2023-07-12 11:26:40,0.600,0.600
2023-07-12 11:26:45,0.600,0.600
2023-07-12 11:26:50,0.300,0.300
2023-07-12 11:26:55,0.300,0.300
2023-07-12 11:27:00,0.900,0.900
2023-07-12 11:27:05,0.900,0.900
2023-07-12 11:27:10,0.500,0.500
2023-07-12 11:27:15,0.500,0.500
2023-07-12 11:27:20,0.900,0.900
2023-07-12 11:27:25,0.900,0.900
2023-07-12 11:27:30,0.400,0.400
2023-07-12 11:27:35,0.400,0.400
2023-07-12 11:27:40,0.500,0.500
2023-07-12 11:27:45,0.500,0.500
2023-07-12 11:27:50,0.500,0.500
2023-07-12 11:27:55,0.500,0.500
2023-07-12 11:28:00,0.400,0.400
2023-07-12 11:28:05,0.400,0.400
2023-07-12 11:28:10,0.900,1
2023-07-12 11:28:15,0.900,1
2023-07-12 11:28:20,0.400,0.400
2023-07-12 11:28:25,0.400,0.400
2023-07-12 11:28:30,0.300,0.300
2023-07-12 11:28:35,0.300,0.300
2023-07-12 11:28:40,0.100,0.100
2023-07-12 11:28:45,0.100,0.100
2023-07-12 11:28:50,0.300,0.300
2023-07-12 11:28:55,0.300,0.300
2023-07-12 11:29:00,0.500,0.500
2023-07-12 11:29:05,0.500,0.500
2023-07-12 11:29:10,0.400,0.400
2023-07-12 11:29:15,0.400,0.400
2023-07-12 11:29:20,0.200,0.200
2023-07-12 11:29:25,0.200,0.200
2023-07-12 11:29:30,0.500,0.500
2023-07-12 11:29:35,0.500,0.500
2023-07-12 11:29:40,0.300,0.300
2023-07-12 11:29:45,0.300,0.300
2023-07-12 11:29:50,0.200,0.200
2023-07-12 11:29:55,0.200,0.200
2023-07-12 11:30:00,0.300,0.300
2023-07-12 11:30:05,0.300,0.300
2023-07-12 11:30:10,0.600,0.700
2023-07-12 11:30:15,0.600,0.700
2023-07-12 11:30:20,0.500,0.500
2023-07-12 11:30:25,0.500,0.500
2023-07-12 11:30:30,0.400,0.400
2023-07-12 11:30:35,0.400,0.400
2023-07-12 11:30:40,0.700,0.700

