"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-18 00:55:20,0.700,0.700
2023-07-18 00:55:30,0.500,0.600
2023-07-18 00:55:40,0.600,0.900
2023-07-18 00:55:50,0.500,0.500
2023-07-18 00:56:00,0.100,0.100
2023-07-18 00:56:10,0.100,0.200
2023-07-18 00:56:20,0.500,0.500
2023-07-18 00:56:30,0.400,0.400
2023-07-18 00:56:40,0.400,0.500
2023-07-18 00:56:50,0.800,0.800
2023-07-18 00:57:00,0.200,0.200
2023-07-18 00:57:10,0.500,0.600
2023-07-18 00:57:20,0.300,0.300
2023-07-18 00:57:30,0.600,0.600
2023-07-18 00:57:40,0.400,0.400
2023-07-18 00:57:50,0.400,0.600
2023-07-18 00:58:00,0.600,0.600
2023-07-18 00:58:10,0.600,0.700
2023-07-18 00:58:20,0.300,0.300
2023-07-18 00:58:30,0.500,0.500
2023-07-18 00:58:40,0.600,0.600
2023-07-18 00:58:50,0.600,0.600
2023-07-18 00:59:00,0.500,0.500
2023-07-18 00:59:10,0.400,0.400
2023-07-18 00:59:20,0.600,0.600
2023-07-18 00:59:30,0.400,0.400
2023-07-18 00:59:40,0.400,0.400
2023-07-18 00:59:50,0.800,0.800
2023-07-18 01:00:00,0.600,0.600
2023-07-18 01:00:10,0.300,0.300
2023-07-18 01:00:20,0.400,0.400
2023-07-18 01:00:30,0.300,0.400
2023-07-18 01:00:40,0.300,0.600
2023-07-18 01:00:50,0.500,0.500
2023-07-18 01:01:00,0.300,0.300
2023-07-18 01:01:10,0.600,0.600
2023-07-18 01:01:20,0.700,0.700
2023-07-18 01:01:30,0.300,0.300
2023-07-18 01:01:40,0.500,0.500
2023-07-18 01:01:50,0.300,0.300
2023-07-18 01:02:00,0.600,0.700
2023-07-18 01:05:40,0.600,0.600
2023-07-18 01:05:50,0.900,0.900
2023-07-18 01:06:00,0.300,0.400
2023-07-18 01:06:10,0.800,0.800
2023-07-18 01:06:20,0.700,0.700
2023-07-18 01:06:30,0.800,0.800
2023-07-18 01:06:40,0.400,0.400
2023-07-18 01:06:50,0.300,0.300
2023-07-18 01:07:00,0.500,0.500
2023-07-18 01:07:10,0.300,0.300
2023-07-18 01:07:20,0.200,0.200
2023-07-18 01:07:30,0.300,0.300
2023-07-18 01:07:40,0.900,0.900
2023-07-18 01:07:50,0.300,0.300
2023-07-18 01:08:00,0.300,0.300
2023-07-18 01:08:10,0.300,0.300
2023-07-18 01:08:20,0.400,0.400
2023-07-18 01:08:30,0.500,0.500
2023-07-18 01:08:40,0.800,0.800
2023-07-18 01:08:50,0.600,0.600
2023-07-18 01:09:00,0.500,0.500
2023-07-18 01:09:10,0.300,0.300
2023-07-18 01:09:20,0.300,0.300
2023-07-18 01:09:30,0.800,0.800
2023-07-18 01:09:40,0.500,0.500
2023-07-18 01:09:50,0.600,0.600
2023-07-18 01:10:00,0.500,0.500
2023-07-18 01:10:10,0.300,0.300
2023-07-18 01:10:20,0.300,0.300
2023-07-18 01:10:30,0.400,0.400
2023-07-18 01:10:40,0.300,0.300
2023-07-18 01:10:50,0.300,0.300
2023-07-18 01:11:00,0.600,0.600
2023-07-18 01:11:10,0.300,0.300
2023-07-18 01:11:20,0.600,0.600
2023-07-18 01:11:30,0.800,0.800
2023-07-18 01:11:40,0.500,0.500
2023-07-18 01:11:50,0.200,0.200
2023-07-18 01:12:00,0.600,0.600
2023-07-18 01:12:10,0.400,0.400
2023-07-18 01:12:20,0.500,0.500
2023-07-18 01:12:30,0.300,0.300
2023-07-18 01:12:40,0.700,0.700
2023-07-18 01:12:50,0.600,0.600
2023-07-18 01:13:00,0.800,0.800
2023-07-18 01:13:10,0.700,0.700
2023-07-18 01:13:20,0.600,0.600
2023-07-18 01:13:30,0.300,0.300
2023-07-18 01:13:40,0.400,0.400
2023-07-18 01:13:50,0.300,0.300
2023-07-18 01:14:00,0.400,0.400
2023-07-18 01:14:10,0.800,0.800
2023-07-18 01:14:20,0.400,0.400
2023-07-18 01:14:30,0.600,0.600
2023-07-18 01:14:40,0.400,0.400
2023-07-18 01:14:50,0.500,0.500
2023-07-18 01:15:00,0.300,0.300
2023-07-18 01:15:10,0.800,0.800
2023-07-18 01:15:20,0.400,0.400
2023-07-18 01:15:30,0.400,0.400
2023-07-18 01:15:40,0.200,0.200
2023-07-18 01:15:50,0.600,0.600
2023-07-18 01:16:00,0.800,0.800
2023-07-18 01:16:10,0.600,0.600
2023-07-18 01:16:20,0.500,0.500
2023-07-18 01:16:30,0.400,0.400
2023-07-18 01:16:40,0.400,0.400
2023-07-18 01:16:50,0.500,0.500
2023-07-18 01:17:00,0.100,0.100
2023-07-18 01:17:10,0.400,0.400
2023-07-18 01:17:20,0.400,0.400
2023-07-18 01:17:30,0.800,0.800
2023-07-18 01:17:40,0.300,0.300
2023-07-18 01:17:50,0.900,0.900
2023-07-18 01:18:00,0.500,0.500
2023-07-18 01:18:10,0.300,0.300
2023-07-18 01:18:20,0.300,0.300
2023-07-18 01:18:30,0.400,0.400
2023-07-18 01:18:40,0.200,0.200
2023-07-18 01:19:00,0.600,0.600
2023-07-18 01:19:10,0.400,0.400
2023-07-18 01:19:20,0.500,0.500
2023-07-18 01:19:30,0.400,0.400
2023-07-18 01:19:40,0.300,0.300
2023-07-18 01:19:50,0.200,0.200
2023-07-18 01:20:10,0.100,0.100
2023-07-18 01:20:20,0.900,1.10
2023-07-18 01:20:30,0.700,0.700
2023-07-18 01:20:40,0.600,0.600
2023-07-18 01:20:50,0.700,0.700
2023-07-18 01:21:00,0.600,0.600
2023-07-18 01:21:10,0.300,0.300
2023-07-18 01:21:20,0.500,0.500
2023-07-18 01:21:30,0.200,0.200
2023-07-18 01:21:40,0.200,0.200
2023-07-18 01:21:50,0.400,0.400
2023-07-18 01:22:00,0.600,0.600
2023-07-18 01:22:10,0.900,0.900
2023-07-18 01:22:20,0.500,0.500
2023-07-18 01:22:30,0.200,0.200
2023-07-18 01:22:40,0.300,0.300
2023-07-18 01:22:50,0.300,0.300
2023-07-18 01:23:00,0.700,0.700
2023-07-18 01:23:10,0.200,0.200
2023-07-18 01:23:20,0.400,0.400
2023-07-18 01:23:30,0.700,0.700
2023-07-18 01:23:40,0.600,0.600
2023-07-18 01:23:50,0.100,0.100
2023-07-18 01:24:00,0.600,0.600
2023-07-18 01:24:10,0.800,0.800
2023-07-18 01:24:20,0.100,0.100
2023-07-18 01:24:30,0.300,0.300
2023-07-18 01:24:40,0.400,0.400
2023-07-18 01:24:50,0.600,0.600
2023-07-18 01:25:00,0.700,0.700
2023-07-18 01:25:10,0.500,0.500
2023-07-18 01:25:20,0.300,0.300
2023-07-18 01:25:30,0.500,0.500
2023-07-18 01:25:40,0.300,0.300
2023-07-18 01:25:50,0.600,0.600
2023-07-18 01:26:00,0.400,0.400
2023-07-18 01:26:10,0.300,0.300
2023-07-18 01:26:20,0.500,0.500
2023-07-18 01:26:30,0.500,0.500
2023-07-18 01:26:40,0.700,0.700
2023-07-18 01:26:50,0.200,0.200
2023-07-18 01:27:00,0.700,0.700
2023-07-18 01:27:10,0.600,0.600
2023-07-18 01:27:20,0.400,0.400
2023-07-18 01:27:30,0.400,0.400
2023-07-18 01:27:40,0.400,0.400
2023-07-18 01:27:50,0.300,0.300
2023-07-18 01:28:00,0.600,0.600
2023-07-18 01:28:10,0.500,0.500
2023-07-18 01:28:20,0.200,0.200
2023-07-18 01:28:30,0.400,0.400
2023-07-18 01:28:40,0.600,0.900
2023-07-18 01:28:50,0.400,0.400
2023-07-18 01:29:00,0.800,0.800
2023-07-18 01:29:10,0.200,0.200
2023-07-18 01:29:20,0.200,0.200
2023-07-18 01:29:30,0.300,0.300
2023-07-18 01:29:40,0.200,0.200
2023-07-18 01:29:50,0.700,0.700
2023-07-18 01:30:00,0.700,0.700
2023-07-18 01:30:10,0.600,0.600
2023-07-18 01:30:20,0.400,0.400
2023-07-18 01:30:30,0.600,0.600
2023-07-18 01:30:40,0.700,0.700
2023-07-18 01:30:50,0.400,0.400
2023-07-18 01:31:00,0.500,0.500
2023-07-18 01:31:10,0.500,0.500
2023-07-18 01:31:20,0.500,0.500
2023-07-18 01:31:30,0.400,0.400
2023-07-18 01:31:40,0.500,0.500
2023-07-18 01:31:50,0.400,0.400
2023-07-18 01:32:00,0.500,0.500
2023-07-18 01:32:10,0.400,0.400
2023-07-18 01:32:20,0.600,0.600
2023-07-18 01:32:30,0.300,0.300
2023-07-18 01:32:40,0.500,0.500
2023-07-18 01:32:50,0.500,0.500
2023-07-18 01:33:00,0.500,0.500
2023-07-18 01:33:10,0.400,0.400
2023-07-18 01:33:20,0.500,0.500
2023-07-18 01:33:30,0.500,0.500
2023-07-18 01:33:40,0.300,0.300
2023-07-18 01:33:50,0.400,0.400
2023-07-18 01:34:00,0.300,0.300
2023-07-18 01:34:10,0.600,0.600
2023-07-18 01:34:20,0.400,0.400
2023-07-18 01:34:30,0.500,0.500
2023-07-18 01:34:40,0.600,0.600
2023-07-18 01:34:50,0.200,0.200
2023-07-18 01:35:00,0.500,0.500
2023-07-18 01:35:10,0.400,0.400
2023-07-18 01:35:20,0.400,0.500
2023-07-18 01:35:30,0.400,0.400
2023-07-18 01:35:40,0.700,0.900
2023-07-18 01:35:50,0.500,0.500
2023-07-18 01:36:00,0.600,0.600
2023-07-18 01:36:10,0.300,0.300
2023-07-18 01:36:20,0.200,0.200
2023-07-18 01:36:30,0.400,0.400
2023-07-18 01:36:40,0.100,0.100
2023-07-18 01:36:50,0.500,0.500
