"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-16 08:05:20,0.300,0.300
2023-07-16 08:05:30,0.700,0.700
2023-07-16 08:05:40,0.700,0.700
2023-07-16 08:05:50,0.400,0.400
2023-07-16 08:06:00,0.500,0.500
2023-07-16 08:06:10,0.500,0.500
2023-07-16 08:06:20,0.700,0.700
2023-07-16 08:06:30,0.200,0.200
2023-07-16 08:06:40,0.300,0.400
2023-07-16 08:06:50,0.300,0.300
2023-07-16 08:07:00,0.300,0.300
2023-07-16 08:07:10,0.300,0.300
2023-07-16 08:07:20,0.400,0.400
2023-07-16 08:07:30,0.300,0.300
2023-07-16 08:07:40,0.500,0.500
2023-07-16 08:07:50,0.200,0.200
2023-07-16 08:08:00,0.400,0.400
2023-07-16 08:08:10,0.200,0.200
2023-07-16 08:08:30,0.900,0.900
2023-07-16 08:08:40,0.600,0.600
2023-07-16 08:08:50,0.300,0.300
2023-07-16 08:09:00,0.400,0.400
2023-07-16 08:09:10,0.400,0.400
2023-07-16 08:09:20,0.500,0.500
2023-07-16 08:09:30,0.300,0.300
2023-07-16 08:09:40,0.600,0.600
2023-07-16 08:09:50,0.900,0.900
2023-07-16 08:10:00,0.600,0.600
2023-07-16 08:10:10,0.800,0.800
2023-07-16 08:10:20,0.400,0.400
2023-07-16 08:10:30,0.600,0.600
2023-07-16 08:10:50,0.200,0.200
2023-07-16 08:11:00,0.200,0.200
2023-07-16 08:11:10,0.300,0.300
2023-07-16 08:11:20,0.900,0.900
2023-07-16 08:11:30,0.400,0.400
2023-07-16 08:11:40,0.500,0.500
2023-07-16 08:11:50,0.900,0.900
2023-07-16 08:12:00,0.500,0.500
2023-07-16 08:12:10,0.900,0.900
2023-07-16 08:12:20,0.600,0.600
2023-07-16 08:12:30,0.400,0.600
2023-07-16 08:12:40,0.600,0.600
2023-07-16 08:12:50,0.500,0.500
2023-07-16 08:13:00,0.200,0.200
2023-07-16 08:13:10,0.300,0.300
2023-07-16 08:13:20,0.400,0.400
2023-07-16 08:13:30,0.800,0.800
2023-07-16 08:13:40,0.300,0.700
2023-07-16 08:13:50,0.300,0.300
2023-07-16 08:14:00,0.300,0.300
2023-07-16 08:14:10,0.500,0.500
2023-07-16 08:14:20,0.400,0.400
2023-07-16 08:14:30,0.500,0.500
2023-07-16 08:14:40,0.700,0.700
2023-07-16 08:14:50,0.200,0.200
2023-07-16 08:15:00,0.400,0.400
2023-07-16 08:15:10,0.300,0.400
2023-07-16 08:15:20,0.400,0.400
2023-07-16 08:15:30,0.300,0.300
2023-07-16 08:15:40,0.600,0.600
2023-07-16 08:15:50,0.500,0.500
2023-07-16 08:16:00,0.400,0.400
2023-07-16 08:16:10,0.300,0.300
2023-07-16 08:16:20,0.600,0.600
2023-07-16 08:16:30,0.600,0.600
2023-07-16 08:16:40,0.300,0.300
2023-07-16 08:16:50,0.600,0.600
2023-07-16 08:17:00,0.300,0.300
2023-07-16 08:17:10,0.100,0.100
2023-07-16 08:17:20,0.500,0.500
