"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-19 05:00:20,0.200,0.400
2023-07-19 05:00:30,0.300,0.300
2023-07-19 05:00:40,0.300,0.500
2023-07-19 05:00:50,0.300,0.400
2023-07-19 05:01:00,0.700,0.800
2023-07-19 05:01:10,0.400,0.400
2023-07-19 05:01:20,0.200,0.200
2023-07-19 05:01:40,0.400,0.400
2023-07-19 05:01:50,0.500,0.500
2023-07-19 05:02:00,0.600,0.600
2023-07-19 05:02:10,0.200,0.200
2023-07-19 05:02:20,0.200,0.200
2023-07-19 05:02:30,0.600,0.600
2023-07-19 05:02:40,0.700,0.700
2023-07-19 05:02:50,0.600,0.600
2023-07-19 05:03:00,0.100,0.100
2023-07-19 05:03:10,0.300,0.300
2023-07-19 05:03:20,0.400,0.400
2023-07-19 05:03:30,0.500,0.500
2023-07-19 05:03:40,0.300,0.300
2023-07-19 05:03:50,0.500,0.500
2023-07-19 05:04:00,0.400,0.400
2023-07-19 05:04:10,0.700,0.700
2023-07-19 05:04:20,0.100,0.100
2023-07-19 05:04:30,0.200,0.200
2023-07-19 05:04:40,0.500,0.700
2023-07-19 05:04:50,0.600,0.700
2023-07-19 05:05:00,0.400,0.400
2023-07-19 05:05:10,0.300,0.300
2023-07-19 05:05:20,0.100,0.200
2023-07-19 05:05:30,0.500,0.500
2023-07-19 05:05:40,0.200,0.200
2023-07-19 05:05:50,0.300,0.400
2023-07-19 05:06:00,0.300,0.300
2023-07-19 05:06:10,0.500,0.500
2023-07-19 05:06:20,0.400,0.400
2023-07-19 05:06:30,0.500,0.500
2023-07-19 05:06:40,0.500,0.500
2023-07-19 05:06:50,0.300,0.400
2023-07-19 05:07:00,0.300,0.400
2023-07-19 05:07:10,0.200,0.200
2023-07-19 05:07:20,0.500,0.500
2023-07-19 05:07:30,0.300,0.300
2023-07-19 05:07:40,0.300,0.300
2023-07-19 05:07:50,0.400,0.400
2023-07-19 05:08:00,0.800,0.900
2023-07-19 05:08:10,0.300,0.300
2023-07-19 05:08:20,0.400,0.400
2023-07-19 05:08:30,0.400,0.400
2023-07-19 05:08:40,1,1
2023-07-19 05:08:50,0.600,0.600
2023-07-19 05:09:00,0.900,0.900
2023-07-19 05:09:10,0.700,0.700
2023-07-19 05:09:20,0.100,0.100
2023-07-19 05:09:30,0.400,0.400
2023-07-19 05:09:40,0.100,0.100
2023-07-19 05:09:50,0.500,0.500
2023-07-19 05:10:00,0.200,0.200
2023-07-19 05:10:10,0.600,0.600
2023-07-19 05:10:20,0.200,0.200
2023-07-19 05:10:30,0.400,0.400
2023-07-19 05:10:40,0.200,0.200
2023-07-19 05:10:50,0.200,0.300
2023-07-19 05:11:00,0.300,0.300
2023-07-19 05:11:10,0.700,0.900
2023-07-19 05:11:20,0.400,0.500
2023-07-19 05:11:30,0.100,0.400
2023-07-19 05:11:40,0.500,0.600
2023-07-19 05:11:50,0.800,0.800
2023-07-19 05:12:00,0.600,0.600
2023-07-19 05:12:10,0.400,0.500
2023-07-19 05:12:20,0.200,0.200
2023-07-19 05:12:30,0.599,0.799
2023-07-19 05:12:40,0.301,0.301
2023-07-19 05:12:50,0.600,0.700
2023-07-19 05:13:00,0.300,0.400
2023-07-19 05:13:10,0.700,0.700
2023-07-19 05:13:20,0.400,0.400
2023-07-19 05:13:40,0.200,0.200
2023-07-19 05:13:50,0.800,0.800
2023-07-19 05:14:00,0.400,0.400
2023-07-19 05:14:10,0.600,0.600
2023-07-19 05:14:20,0.700,0.700
2023-07-19 05:14:30,0.400,0.400
2023-07-19 05:14:40,0.300,0.300
2023-07-19 05:14:50,0.300,0.300
2023-07-19 05:15:00,0.300,0.300
2023-07-19 05:15:10,0.300,0.300
2023-07-19 05:15:20,0.200,0.300
2023-07-19 05:15:30,0.600,0.600
2023-07-19 05:15:40,0.500,0.500
2023-07-19 05:15:50,0.300,0.300
2023-07-19 05:16:00,0.200,0.200
2023-07-19 05:16:10,0.300,0.300
2023-07-19 05:16:20,0.200,0.200
2023-07-19 05:16:30,0.600,0.600
2023-07-19 05:16:40,0.200,0.200
2023-07-19 05:16:50,0.800,0.800
2023-07-19 05:17:00,0.200,0.300
2023-07-19 05:17:10,0.200,0.200
2023-07-19 05:17:20,0.200,0.300
2023-07-19 05:17:30,0.300,0.300
2023-07-19 05:17:40,0.300,0.300
2023-07-19 05:17:50,0.300,0.300
2023-07-19 05:18:00,0.100,0.200
2023-07-19 05:18:10,0.400,0.400
2023-07-19 05:18:20,0.200,0.200
2023-07-19 05:18:30,0.200,0.500
