"Time","GET /login 20ms","GET /signup 20ms","POST /logout 20ms","GET / 30ms","GET /home 30ms","POST /deposit 300ms","POST /payment 300ms","POST /login 2000ms","POST /signup 3000ms"
2023-07-16 02:05:20,100%,100%,,88.9%,83.3%,100%,100%,100%,100%
2023-07-16 02:05:30,100%,,100%,100%,93.1%,100%,100%,100%,
2023-07-16 02:05:40,100%,,,70%,93.1%,100%,100%,100%,100%
2023-07-16 02:05:50,100%,100%,100%,66.7%,90.0%,100%,90.0%,100%,100%
2023-07-16 02:06:00,100%,100%,100%,100%,93.1%,100%,100%,100%,
2023-07-16 02:06:10,100%,100%,,100%,95.8%,100%,100%,100%,100%
2023-07-16 02:06:20,100%,,,88.2%,94.9%,100%,100%,100%,
2023-07-16 02:06:30,100%,100%,100%,100%,88.9%,100%,87.5%,100%,
2023-07-16 02:06:40,100%,100%,100%,76.9%,85.0%,100%,66.7%,100%,100%
2023-07-16 02:06:50,100%,100%,,100%,96%,100%,100%,100%,100%
2023-07-16 02:07:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:07:10,100%,100%,,75%,96.7%,100%,83.3%,100%,100%
2023-07-16 02:07:20,100%,100%,100%,100%,91.2%,100%,77.8%,100%,
2023-07-16 02:07:30,100%,100%,100%,88.2%,89.7%,100%,80%,100%,100%
2023-07-16 02:07:40,100%,100%,100%,85.7%,100%,100%,100%,100%,
2023-07-16 02:07:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-16 02:08:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:08:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-16 02:08:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-16 02:08:30,100%,100%,100%,100%,100%,100%,100%,,100%
2023-07-16 02:08:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:08:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:09:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:10:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:10:10,100%,100%,,100%,100%,100%,100%,87.5%,100%
2023-07-16 02:10:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-16 02:10:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:10:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-16 02:10:50,100%,100%,,100%,96.8%,100%,100%,100%,
2023-07-16 02:11:00,100%,100%,100%,90.9%,94.7%,100%,100%,100%,100%
2023-07-16 02:11:10,100%,100%,,66.7%,81.5%,100%,100%,100%,100%
2023-07-16 02:11:20,100%,100%,100%,77.8%,92.9%,100%,100%,100%,100%
2023-07-16 02:11:30,100%,100%,,100%,97.0%,100%,100%,100%,
2023-07-16 02:11:40,100%,100%,100%,100%,91.7%,100%,100%,100%,100%
2023-07-16 02:11:50,100%,100%,,81.8%,90.2%,100%,75.0%,100%,
2023-07-16 02:12:00,100%,100%,,100%,88.2%,100%,71.4%,100%,100%
2023-07-16 02:12:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:12:20,100%,100%,100%,66.7%,97.1%,100%,100%,100%,
2023-07-16 02:12:30,100%,100%,,100%,95%,100%,100%,100%,100%
2023-07-16 02:12:40,100%,100%,100%,100%,94.4%,100%,85.7%,100%,100%
2023-07-16 02:12:50,100%,100%,100%,100%,92.9%,100%,100%,100%,
2023-07-16 02:13:00,100%,100%,100%,77.8%,100%,100%,100%,100%,100%
2023-07-16 02:13:10,100%,100%,100%,87.5%,96.4%,100%,100%,100%,100%
2023-07-16 02:13:20,100%,100%,,100%,89.7%,100%,100%,100%,
2023-07-16 02:13:30,100%,100%,100%,90.0%,88.5%,100%,100%,100%,
2023-07-16 02:13:40,100%,100%,,85.7%,100%,100%,100%,100%,
2023-07-16 02:13:50,100%,100%,,85.7%,92.3%,100%,100%,100%,100%
2023-07-16 02:14:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:14:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:14:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:14:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:14:40,100%,100%,,100%,100%,100%,100%,100%,
2023-07-16 02:14:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:15:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:15:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-16 02:15:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:15:30,100%,,100%,100%,100%,100%,100%,100%,
2023-07-16 02:15:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:15:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:16:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:16:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-16 02:16:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:16:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:16:40,100%,100%,,100%,100%,100%,100%,90%,
2023-07-16 02:16:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:17:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:17:10,100%,100%,100%,100%,93.1%,100%,100%,100%,
2023-07-16 02:17:20,100%,100%,100%,93.3%,90.9%,100%,100%,100%,100%
2023-07-16 02:17:30,100%,100%,,66.7%,90.5%,100%,100%,100%,100%
2023-07-16 02:17:40,100%,100%,100%,85.7%,95.0%,100%,100%,100%,100%
2023-07-16 02:17:50,100%,100%,,87.5%,90.0%,100%,85.7%,100%,100%
2023-07-16 02:18:00,100%,100%,100%,100%,90.5%,100%,100%,100%,100%
2023-07-16 02:18:10,100%,100%,,100%,92.6%,100%,100%,100%,
2023-07-16 02:18:20,100%,100%,100%,80%,100%,100%,100%,100%,100%
2023-07-16 02:18:30,100%,100%,100%,83.3%,96.2%,100%,66.7%,100%,100%
2023-07-16 02:18:40,100%,100%,,66.7%,91.7%,100%,100%,100%,100%
2023-07-16 02:18:50,100%,100%,100%,70%,88.9%,100%,71.4%,100%,100%
2023-07-16 02:19:00,100%,,,88.9%,93.1%,100%,100%,100%,100%
2023-07-16 02:19:10,100%,100%,100%,100%,88.9%,100%,75.0%,100%,100%
2023-07-16 02:19:20,100%,100%,100%,100%,100%,100%,100%,85.7%,
2023-07-16 02:19:30,100%,100%,100%,76.9%,81.0%,100%,100%,100%,
2023-07-16 02:19:40,100%,100%,,100%,95.7%,100%,100%,100%,100%
2023-07-16 02:19:50,100%,,100%,80%,100%,100%,100%,100%,100%
2023-07-16 02:20:00,100%,,100%,85.7%,94.3%,100%,100%,100%,100%
2023-07-16 02:20:10,100%,,,87.5%,93.3%,,100%,100%,
2023-07-16 02:20:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-16 02:20:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:20:40,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-16 02:20:50,,,,100%,100%,100%,100%,100%,
2023-07-16 02:21:00,,,,100%,100%,100%,100%,100%,
2023-07-16 02:21:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-16 02:21:20,100%,100%,,100%,96.2%,100%,100%,100%,
2023-07-16 02:21:30,100%,100%,100%,100%,100%,100%,100%,100%,
