"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-17 17:15:20,0.500,0.500
2023-07-17 17:15:30,0.600,0.600
2023-07-17 17:15:40,0.300,0.300
2023-07-17 17:15:50,0.500,0.500
2023-07-17 17:16:00,0.400,0.400
2023-07-17 17:16:10,0.500,0.500
2023-07-17 17:16:20,0.300,0.300
2023-07-17 17:16:30,0.500,0.700
2023-07-17 17:16:40,0.800,0.800
2023-07-17 17:16:50,0.600,0.600
2023-07-17 17:17:00,0.500,0.500
2023-07-17 17:17:10,0.500,0.500
2023-07-17 17:17:20,0.200,0.200
2023-07-17 17:17:30,0.400,0.500
2023-07-17 17:17:40,0.800,0.900
2023-07-17 17:17:50,0.200,0.300
2023-07-17 17:18:00,0.500,0.500
2023-07-17 17:18:10,0.200,0.200
2023-07-17 17:18:20,0.200,0.200
2023-07-17 17:18:30,0.400,0.400
2023-07-17 17:18:40,0.600,0.600
2023-07-17 17:18:50,0.800,0.800
2023-07-17 17:19:00,0.500,0.500
2023-07-17 17:19:10,0.100,0.100
2023-07-17 17:19:30,0.500,0.500
2023-07-17 17:19:50,0.600,0.600
2023-07-17 17:20:00,0.400,0.400
2023-07-17 17:20:10,1,1
2023-07-17 17:20:20,0.700,0.700
2023-07-17 17:20:30,0.600,0.600
2023-07-17 17:20:40,0.200,0.200
2023-07-17 17:20:50,0.700,0.700
2023-07-17 17:21:00,0.700,0.700
2023-07-17 17:21:10,0.200,0.200
2023-07-17 17:21:20,0.200,0.200
2023-07-17 17:21:30,0.600,0.600
2023-07-17 17:21:40,0.600,0.700
2023-07-17 17:21:50,0.500,0.500
2023-07-17 17:22:00,0.300,0.300
2023-07-17 17:22:10,0.400,0.500
2023-07-17 17:22:20,0.400,0.400
2023-07-17 17:22:30,0.500,0.500
2023-07-17 17:22:40,0.500,0.700
2023-07-17 17:22:50,0.700,0.800
2023-07-17 17:23:00,0.200,0.200
2023-07-17 17:23:10,0.600,0.700
2023-07-17 17:23:20,0.400,0.400
2023-07-17 17:23:30,0.800,0.800
2023-07-17 17:23:40,0.600,0.800
2023-07-17 17:23:50,0.500,0.500
2023-07-17 17:24:00,0.400,0.400
2023-07-17 17:24:10,0.500,0.500
2023-07-17 17:24:20,0.300,0.300
2023-07-17 17:24:30,0.500,0.500
2023-07-17 17:24:40,0.600,0.600
2023-07-17 17:24:50,0.400,0.400
2023-07-17 17:25:00,0.500,0.500
2023-07-17 17:25:10,0.600,0.600
2023-07-17 17:25:20,0.300,0.300
2023-07-17 17:25:30,0.600,0.600
2023-07-17 17:25:40,0.400,0.400
2023-07-17 17:25:50,0.100,0.100
2023-07-17 17:26:00,0.200,0.200
2023-07-17 17:26:10,0.500,0.500
2023-07-17 17:26:20,0.300,0.300
2023-07-17 17:26:30,0.800,0.800
2023-07-17 17:26:40,0.600,0.600
2023-07-17 17:26:50,0.400,0.400
2023-07-17 17:27:00,0.700,0.700
2023-07-17 17:27:10,0.300,0.300
