"Time","GET /login 20ms","GET /signup 20ms","POST /logout 20ms","GET / 30ms","GET /home 30ms","POST /deposit 300ms","POST /payment 300ms","POST /login 2000ms","POST /signup 3000ms"
2023-07-15 18:50:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:50:10,100%,100%,100%,100%,100%,100%,100%,,100%
2023-07-15 18:50:20,100%,100%,100%,100%,96.2%,100%,75.0%,100%,100%
2023-07-15 18:50:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:50:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:50:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 18:51:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:51:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 18:51:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:51:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 18:51:40,100%,100%,100%,95%,96.6%,100%,100%,88.9%,100%
2023-07-15 18:51:50,100%,100%,100%,95.7%,98.4%,100%,100%,100%,100%
2023-07-15 18:52:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:52:10,100%,100%,100%,97.2%,94.9%,100%,100%,100%,100%
2023-07-15 18:52:20,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 18:52:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:52:40,100%,100%,100%,100%,94.9%,100%,100%,63.6%,100%
2023-07-15 18:52:50,100%,100%,100%,90.9%,83.6%,73.7%,93.3%,53.3%,100%
2023-07-15 18:53:00,100%,100%,100%,93.3%,89.2%,90.9%,100%,62.5%,50%
2023-07-15 18:53:10,100%,100%,100%,100%,98.8%,100%,100%,100%,100%
2023-07-15 18:53:20,100%,100%,100%,96.8%,97.4%,100%,100%,100%,100%
2023-07-15 18:53:30,100%,100%,100%,100%,95.9%,95.8%,100%,100%,100%
2023-07-15 18:53:40,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 18:53:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 18:54:00,100%,90.9%,100%,96.2%,93.5%,100%,92.3%,85.7%,100%
2023-07-15 18:54:10,100%,100%,100%,100%,100%,100%,100%,92.9%,
2023-07-15 18:54:20,100%,100%,100%,91.3%,100%,100%,100%,100%,100%
2023-07-15 18:54:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:54:40,,,,100%,100%,100%,100%,100%,100%
2023-07-15 18:54:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:55:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:55:10,100%,100%,,100%,100%,100%,100%,,
2023-07-15 18:55:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 18:55:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 18:55:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:55:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:56:00,,,,100%,100%,100%,100%,100%,100%
2023-07-15 18:56:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:56:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:56:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:56:40,100%,100%,100%,94.1%,100%,100%,100%,88.9%,100%
2023-07-15 18:56:50,100%,100%,100%,92%,100%,100%,100%,100%,100%
2023-07-15 18:57:00,100%,100%,100%,93.5%,98.9%,100%,100%,100%,100%
2023-07-15 18:57:10,100%,90%,100%,94.1%,88.9%,100%,92.3%,88.9%,33.3%
2023-07-15 18:57:20,100%,100%,100%,96.2%,100%,100%,100%,100%,100%
2023-07-15 18:57:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 18:57:40,100%,100%,100%,100%,96.6%,100%,100%,100%,50%
2023-07-15 18:57:50,100%,100%,100%,100%,98.6%,100%,100%,100%,100%
2023-07-15 18:58:00,100%,100%,100%,96.6%,98.9%,100%,100%,100%,100%
2023-07-15 18:58:10,86.7%,100%,100%,94.7%,94.9%,100%,88.9%,54.5%,50%
2023-07-15 18:58:20,100%,100%,100%,92.6%,94.8%,85.7%,100%,91.7%,
2023-07-15 18:58:30,100%,100%,100%,87.0%,98.7%,100%,100%,100%,100%
2023-07-15 18:58:40,100%,100%,100%,100%,96.8%,100%,100%,85.7%,100%
2023-07-15 18:58:50,91.7%,100%,100%,90%,98.5%,100%,91.7%,91.7%,66.7%
2023-07-15 18:59:00,100%,100%,100%,94.4%,100%,100%,100%,90.9%,100%
2023-07-15 18:59:10,100%,100%,100%,100%,100%,100%,100%,94.1%,100%
2023-07-15 18:59:20,100%,100%,,91.7%,98.6%,100%,100%,100%,100%
2023-07-15 18:59:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:59:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 18:59:50,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:00:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:00:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:00:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:00:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:00:40,100%,100%,,62.5%,66.7%,,100%,100%,
2023-07-15 19:00:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:01:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:01:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:01:20,100%,100%,100%,100%,100%,100%,,100%,
2023-07-15 19:01:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:01:40,100%,100%,100%,100%,100%,100%,100%,100%,90%
2023-07-15 19:01:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:02:00,100%,95.8%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:02:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:02:20,100%,100%,100%,100%,98.2%,100%,100%,100%,100%
2023-07-15 19:02:30,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 19:02:40,100%,100%,100%,96.6%,97.5%,100%,100%,100%,100%
2023-07-15 19:02:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:03:00,100%,100%,100%,100%,97.4%,100%,100%,100%,100%
2023-07-15 19:03:10,100%,100%,100%,85.7%,94.5%,100%,100%,80.0%,100%
2023-07-15 19:03:20,100%,91.7%,85.7%,95.2%,100%,100%,100%,93.3%,66.7%
2023-07-15 19:03:30,97.3%,96.8%,100%,95.2%,93.7%,83.3%,100%,100%,100%
2023-07-15 19:03:40,94.1%,85.0%,100%,77.8%,78.4%,92.3%,100%,75.0%,37.5%
2023-07-15 19:03:50,92.9%,100%,100%,100%,100%,94.4%,100%,68.8%,50%
2023-07-15 19:04:00,100%,88.9%,100%,100%,98.7%,100%,100%,100%,100%
2023-07-15 19:04:10,100%,100%,100%,90.5%,98.6%,100%,100%,78.6%,100%
2023-07-15 19:04:20,100%,100%,100%,91.4%,91.5%,100%,100%,100%,100%
2023-07-15 19:04:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:04:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:04:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:05:00,100%,100%,100%,90.9%,96.8%,100%,100%,100%,100%
2023-07-15 19:05:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 19:05:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:05:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:05:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:05:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:06:00,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:06:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:06:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:06:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:06:40,100%,100%,100%,100%,95.8%,100%,93.3%,100%,100%
2023-07-15 19:06:50,100%,90.5%,,100%,97.0%,100%,100%,77.8%,100%
2023-07-15 19:07:00,80%,100%,100%,95.8%,93.8%,100%,100%,69.2%,75.0%
2023-07-15 19:07:10,100%,100%,100%,94.1%,97.4%,100%,100%,88.2%,100%
2023-07-15 19:07:20,95.7%,100%,100%,100%,95.1%,100%,88.9%,80.0%,100%
2023-07-15 19:07:30,100%,100%,100%,88.9%,98.3%,100%,100%,61.5%,100%
2023-07-15 19:07:40,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 19:07:50,100%,100%,100%,97.2%,95.2%,100%,100%,83.3%,75.0%
2023-07-15 19:08:00,100%,100%,100%,95%,100%,100%,100%,93.3%,
2023-07-15 19:08:10,100%,100%,100%,100%,95.2%,100%,100%,93.8%,50%
2023-07-15 19:08:20,100%,100%,100%,95.2%,92.5%,89.5%,100%,66.7%,66.7%
2023-07-15 19:08:30,100%,100%,100%,90.6%,96.6%,100%,100%,93.3%,100%
2023-07-15 19:08:40,100%,100%,100%,100%,100%,100%,100%,83.3%,100%
2023-07-15 19:08:50,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 19:09:00,100%,90.9%,100%,90.0%,95.7%,86.7%,100%,73.7%,100%
2023-07-15 19:09:10,100%,100%,100%,95.8%,96.5%,100%,100%,91.7%,100%
2023-07-15 19:09:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:09:30,100%,100%,100%,100%,91.2%,100%,100%,100%,100%
2023-07-15 19:09:40,,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:09:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:10:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:10:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:10:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:10:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:10:40,100%,100%,100%,100%,96.0%,100%,100%,100%,100%
2023-07-15 19:10:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:11:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:11:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:11:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:11:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:11:40,100%,95.2%,,100%,100%,100%,83.3%,100%,100%
2023-07-15 19:11:50,89.3%,96.0%,75.0%,88.9%,94.0%,100%,100%,100%,50%
2023-07-15 19:12:00,96.0%,100%,100%,100%,100%,100%,100%,100%,80%
2023-07-15 19:12:10,100%,88.9%,100%,100%,100%,100%,100%,93.8%,100%
2023-07-15 19:12:20,94.7%,100%,83.3%,96.7%,97.7%,100%,100%,93.3%,100%
2023-07-15 19:12:30,100%,81.8%,100%,85.0%,94.2%,80.0%,100%,58.3%,66.7%
2023-07-15 19:12:40,92.3%,100%,100%,93.1%,95.3%,92.3%,100%,88.9%,100%
2023-07-15 19:12:50,100%,100%,100%,100%,100%,100%,100%,90.9%,100%
2023-07-15 19:13:00,100%,100%,100%,100%,97.8%,100%,100%,100%,100%
2023-07-15 19:13:10,94.4%,87.5%,100%,84.2%,89.7%,94.7%,100%,81.3%,83.3%
2023-07-15 19:13:20,100%,100%,100%,96.3%,95.7%,100%,100%,72.7%,100%
2023-07-15 19:13:30,100%,100%,,93.3%,98.8%,100%,100%,100%,66.7%
2023-07-15 19:13:40,93.3%,100%,100%,100%,98.6%,100%,100%,90%,
2023-07-15 19:13:50,100%,100%,100%,94.4%,96.8%,80%,100%,77.8%,100%
2023-07-15 19:14:00,100%,100%,,97.0%,100%,100%,100%,76.9%,100%
2023-07-15 19:14:10,100%,100%,100%,97.4%,95.1%,100%,100%,78.6%,
2023-07-15 19:14:20,100%,100%,100%,93.9%,95.2%,96.2%,100%,100%,100%
2023-07-15 19:14:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:14:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:14:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 19:15:00,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:15:10,100%,,,100%,100%,100%,100%,100%,100%
2023-07-15 19:15:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 19:15:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:15:40,,,,100%,96.9%,100%,100%,85.7%,
2023-07-15 19:15:50,100%,100%,100%,100%,100%,100%,100%,83.3%,
2023-07-15 19:16:00,100%,100%,100%,100%,95.5%,100%,100%,75.0%,100%
2023-07-15 19:16:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 19:16:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:16:30,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:16:40,96.0%,100%,100%,94.4%,100%,91.7%,100%,80%,85.7%
2023-07-15 19:16:50,100%,100%,100%,100%,98.4%,100%,100%,83.3%,100%
2023-07-15 19:17:00,91.3%,96.0%,100%,88.9%,100%,100%,100%,85.7%,75.0%
2023-07-15 19:17:10,94.1%,100%,100%,100%,94.9%,100%,93.8%,87.5%,80%
2023-07-15 19:17:20,100%,93.3%,100%,95%,91.3%,100%,100%,82.4%,0%
2023-07-15 19:17:30,100%,100%,100%,90.9%,96.0%,100%,100%,66.7%,100%
2023-07-15 19:17:40,100%,100%,100%,100%,97.2%,100%,100%,77.8%,100%
2023-07-15 19:17:50,100%,100%,100%,95.7%,100%,100%,100%,100%,100%
2023-07-15 19:18:00,100%,80%,100%,100%,98.6%,100%,100%,100%,100%
2023-07-15 19:18:10,100%,60.0%,100%,92.0%,90%,91.7%,92.3%,41.2%,50%
2023-07-15 19:18:20,100%,90.9%,100%,85.0%,95%,100%,100%,86.7%,100%
2023-07-15 19:18:30,100%,94.7%,100%,88.9%,98.4%,100%,91.7%,84.2%,100%
2023-07-15 19:18:40,100%,100%,100%,100%,95.5%,100%,100%,90.9%,100%
2023-07-15 19:18:50,100%,100%,100%,100%,100%,100%,100%,75.0%,100%
2023-07-15 19:19:00,100%,100%,100%,96.3%,100%,100%,100%,85.7%,100%
2023-07-15 19:19:10,100%,100%,100%,96.6%,98.8%,100%,100%,100%,100%
2023-07-15 19:19:20,100%,100%,100%,96.3%,97.2%,100%,100%,100%,100%
2023-07-15 19:19:30,100%,100%,,100%,100%,100%,100%,90.0%,
2023-07-15 19:19:40,100%,100%,100%,100%,100%,100%,100%,,100%
2023-07-15 19:19:50,100%,100%,,100%,95.2%,100%,100%,100%,
2023-07-15 19:20:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:20:10,,,,100%,100%,100%,100%,100%,
2023-07-15 19:20:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:20:30,100%,100%,100%,100%,100%,100%,100%,85.7%,100%
2023-07-15 19:20:40,100%,100%,100%,100%,100%,100%,100%,75.0%,100%
2023-07-15 19:20:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 19:21:00,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 19:21:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:21:20,100%,100%,100%,90%,100%,100%,100%,100%,
2023-07-15 19:21:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:21:40,100%,100%,100%,100%,95.2%,100%,100%,100%,100%
2023-07-15 19:21:50,100%,100%,100%,100%,100%,94.7%,100%,100%,100%
2023-07-15 19:22:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 19:22:10,88.9%,100%,100%,88.5%,89.7%,100%,90.9%,82.4%,100%
2023-07-15 19:22:20,75.0%,100%,100%,96.3%,98.9%,100%,100%,75.0%,0%
2023-07-15 19:22:30,100%,100%,100%,100%,98.7%,100%,100%,100%,100%
2023-07-15 19:22:40,88.9%,100%,100%,88.2%,87.3%,89.5%,100%,100%,50%
2023-07-15 19:22:50,100%,100%,100%,100%,100%,100%,100%,62.5%,100%
2023-07-15 19:23:00,100%,100%,100%,100%,100%,100%,100%,90%,100%
2023-07-15 19:23:10,100%,100%,100%,90%,95.7%,100%,100%,70.6%,100%
2023-07-15 19:23:20,100%,100%,100%,100%,94.2%,100%,100%,91.3%,50%
2023-07-15 19:23:30,100%,100%,,100%,95.2%,100%,100%,84.6%,100%
2023-07-15 19:23:40,100%,100%,100%,100%,92.7%,100%,100%,75%,100%
2023-07-15 19:23:50,100%,100%,100%,100%,97.1%,100%,92.3%,92.3%,100%
2023-07-15 19:24:00,100%,100%,100%,100%,98.5%,100%,100%,100%,100%
2023-07-15 19:24:10,100%,100%,,90.9%,97.3%,100%,100%,87.5%,100%
