"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-17 22:35:20,0.600,0.600
2023-07-17 22:35:30,0.600,0.600
2023-07-17 22:35:40,0.600,0.600
2023-07-17 22:35:50,0.700,0.700
2023-07-17 22:36:00,0.600,0.600
2023-07-17 22:36:20,0.700,0.700
2023-07-17 22:36:30,0.600,0.600
2023-07-17 22:36:40,0.600,0.600
2023-07-17 22:36:50,0.600,0.600
2023-07-17 22:37:00,0.400,0.400
2023-07-17 22:37:10,0.100,0.100
2023-07-17 22:37:20,0.300,0.300
2023-07-17 22:37:30,0.100,0.200
2023-07-17 22:37:40,0.500,0.500
2023-07-17 22:37:50,0.500,0.500
2023-07-17 22:38:00,0.200,0.200
2023-07-17 22:38:10,0.700,0.700
2023-07-17 22:38:20,0.400,0.400
2023-07-17 22:38:30,0.300,0.500
2023-07-17 22:38:40,0.500,0.500
2023-07-17 22:38:50,0.100,0.200
2023-07-17 22:39:00,0.400,0.500
2023-07-17 22:39:10,0.500,0.500
2023-07-17 22:39:20,0.300,0.300
2023-07-17 22:39:30,0.200,0.200
2023-07-17 22:39:40,0.401,0.501
2023-07-17 22:39:50,0.600,0.600
2023-07-17 22:40:00,0.300,0.300
2023-07-17 22:40:10,0.700,0.700
2023-07-17 22:40:20,0.200,0.200
2023-07-17 22:40:30,0.300,0.300
2023-07-17 22:40:40,0.600,0.600
2023-07-17 22:40:50,0.700,0.700
2023-07-17 22:41:00,0.700,0.700
2023-07-17 22:41:10,0.600,0.600
2023-07-17 22:41:20,0.500,0.500
2023-07-17 22:41:30,0.400,0.400
2023-07-17 22:41:40,0.500,0.500
2023-07-17 22:41:50,0.400,0.400
2023-07-17 22:42:00,0.500,0.500
2023-07-17 22:42:10,0.200,0.200
2023-07-17 22:42:20,0.500,0.500
2023-07-17 22:42:30,0.300,0.300
2023-07-17 22:42:40,0.200,0.200
2023-07-17 22:42:50,0.300,0.300
2023-07-17 22:43:00,0.200,0.200
2023-07-17 22:43:10,0.500,0.500
2023-07-17 22:43:20,0.400,0.400
2023-07-17 22:43:30,0.400,0.400
2023-07-17 22:43:40,0.100,0.200
2023-07-17 22:43:50,0.300,0.400
2023-07-17 22:44:00,0.400,0.400
2023-07-17 22:44:10,0.500,0.600
2023-07-17 22:44:20,0.500,0.500
2023-07-17 22:44:30,0.400,0.600
2023-07-17 22:44:40,0.600,0.600
2023-07-17 22:45:00,0.300,0.400
2023-07-17 22:45:10,0.700,0.700
2023-07-17 22:45:20,0.600,0.600
2023-07-17 22:45:30,0.400,0.600
2023-07-17 22:45:40,0.700,0.700
2023-07-17 22:45:50,0.300,0.300
2023-07-17 22:46:00,0.400,0.400
2023-07-17 22:46:10,0.200,0.200
2023-07-17 22:46:20,0.700,0.700
2023-07-17 22:46:30,0.400,0.400
2023-07-17 22:46:40,0.300,0.300
2023-07-17 22:46:50,0.200,0.200
2023-07-17 22:47:00,0.200,0.200
2023-07-17 22:47:10,0.600,0.600
2023-07-17 22:47:20,0.800,0.800
2023-07-17 22:47:30,0.300,0.300
2023-07-17 22:47:40,0.600,0.600
2023-07-17 22:47:50,0.400,0.400
2023-07-17 22:48:00,0.400,0.400
2023-07-17 22:48:10,0.500,0.500
2023-07-17 22:48:20,0.200,0.200
2023-07-17 22:48:30,0.100,0.100
2023-07-17 22:48:40,0.300,0.300
2023-07-17 22:48:50,0.200,0.200
2023-07-17 22:49:00,0.500,0.500
2023-07-17 22:49:10,0.500,0.500
2023-07-17 22:49:20,0.700,0.700
2023-07-17 22:49:30,0.300,0.300
2023-07-17 22:49:40,0.200,0.200
2023-07-17 22:49:50,0.300,0.300
2023-07-17 22:50:00,0.600,0.600
2023-07-17 22:50:10,0.400,0.400
2023-07-17 22:50:20,0.700,0.700
2023-07-17 22:50:30,0.200,0.300
2023-07-17 22:50:40,0.400,0.400
2023-07-17 22:50:50,0.500,0.500
2023-07-17 22:51:00,0.300,0.300
2023-07-17 22:51:10,0.300,0.300
2023-07-17 22:51:20,0.100,0.300
2023-07-17 22:51:30,0.400,0.400
2023-07-17 22:51:40,0.698,0.698
2023-07-17 22:51:50,0.201,0.301
2023-07-17 22:52:00,0.400,0.400
2023-07-17 22:52:10,0.200,0.200
2023-07-17 22:52:20,0.400,0.400
2023-07-17 22:52:30,0.500,0.500
2023-07-17 22:52:40,0.600,0.600
2023-07-17 22:52:50,0.700,0.700
2023-07-17 22:53:00,0.200,0.200
2023-07-17 22:53:10,0.800,0.800
2023-07-17 22:53:20,0.500,0.500
2023-07-17 22:53:30,0.300,0.300
2023-07-17 22:53:40,0.400,0.400
2023-07-17 22:53:50,0.500,0.500
2023-07-17 22:54:00,0.400,0.400
2023-07-17 22:54:10,0.600,0.600
2023-07-17 22:54:20,0.500,0.500
2023-07-17 22:54:30,0.800,0.800
2023-07-17 22:54:40,0.800,0.800
2023-07-17 22:54:50,0.400,0.400
2023-07-17 22:55:00,0.500,0.500
2023-07-17 22:55:10,0.200,0.200
2023-07-17 22:55:20,0.300,0.300
2023-07-17 22:55:30,0.400,0.400
2023-07-17 22:55:40,0.200,0.200
2023-07-17 22:55:50,0.300,0.300
2023-07-17 22:56:00,0.400,0.400
2023-07-17 22:56:10,0.600,0.600
2023-07-17 22:56:20,0.700,0.700
2023-07-17 22:56:30,0.500,0.500
2023-07-17 22:56:40,0.700,0.700
2023-07-17 22:56:50,0.400,0.400
2023-07-17 22:57:00,0.300,0.300
