"Time","GET /login 20ms","GET /signup 20ms","POST /logout 20ms","GET / 30ms","GET /home 30ms","POST /deposit 300ms","POST /payment 300ms","POST /login 2000ms","POST /signup 3000ms"
2023-07-15 16:50:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:50:10,100%,100%,100%,100%,97.1%,100%,100%,100%,
2023-07-15 16:50:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:50:30,100%,100%,,83.3%,100%,100%,100%,100%,100%
2023-07-15 16:50:40,,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:50:50,,,,100%,100%,100%,100%,100%,100%
2023-07-15 16:51:00,100%,100%,100%,100%,96.0%,100%,100%,100%,100%
2023-07-15 16:51:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:51:20,100%,100%,100%,90%,100%,100%,100%,75.0%,100%
2023-07-15 16:51:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:51:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:51:50,,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:52:00,,,,100%,100%,100%,100%,100%,
2023-07-15 16:52:10,100%,,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:52:20,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:52:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:52:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:52:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:53:00,100%,100%,100%,91.7%,100%,100%,100%,100%,100%
2023-07-15 16:53:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:53:20,100%,100%,100%,83.3%,100%,100%,100%,100%,100%
2023-07-15 16:53:30,100%,100%,100%,92.3%,100%,100%,100%,100%,
2023-07-15 16:53:40,100%,,100%,100%,95.2%,100%,100%,100%,100%
2023-07-15 16:53:50,100%,100%,,80%,100%,100%,100%,100%,
2023-07-15 16:54:00,,,,100%,100%,100%,100%,100%,100%
2023-07-15 16:54:10,,,,100%,91.7%,66.7%,100%,100%,
2023-07-15 16:54:20,100%,100%,100%,94.1%,100%,100%,100%,100%,
2023-07-15 16:54:30,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:54:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:54:50,,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:55:00,,,,92.3%,100%,100%,100%,100%,
2023-07-15 16:55:10,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 16:55:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:55:30,100%,100%,,85.7%,100%,100%,100%,100%,
2023-07-15 16:55:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:55:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:56:00,100%,100%,100%,100%,95.7%,100%,100%,75.0%,100%
2023-07-15 16:56:10,100%,100%,100%,100%,93.8%,100%,100%,0%,100%
2023-07-15 16:56:20,100%,100%,100%,100%,95.2%,100%,100%,100%,
2023-07-15 16:56:30,100%,100%,100%,75.0%,100%,100%,100%,100%,100%
2023-07-15 16:56:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:56:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:57:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:57:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:57:20,,100%,,75.0%,96%,100%,100%,100%,
2023-07-15 16:57:30,100%,100%,100%,100%,96.7%,100%,100%,100%,100%
2023-07-15 16:57:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:57:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:58:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:58:10,100%,100%,100%,100%,100%,100%,100%,85.7%,100%
2023-07-15 16:58:20,,,,90.9%,96.2%,100%,100%,80%,
2023-07-15 16:58:30,100%,,100%,100%,92.3%,100%,100%,100%,100%
2023-07-15 16:58:40,100%,100%,100%,92.9%,95.7%,100%,100%,100%,
2023-07-15 16:58:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 16:59:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:59:10,100%,100%,100%,100%,96.3%,100%,100%,100%,100%
2023-07-15 16:59:20,100%,100%,100%,91.7%,95.7%,100%,100%,100%,100%
2023-07-15 16:59:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 16:59:40,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 16:59:50,100%,100%,100%,100%,96.4%,100%,100%,100%,
2023-07-15 17:00:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 17:00:10,100%,,100%,100%,94.3%,100%,100%,100%,100%
2023-07-15 17:00:20,100%,100%,,92.3%,95.5%,100%,100%,100%,100%
2023-07-15 17:00:30,100%,100%,100%,93.3%,95.2%,100%,100%,75.0%,
2023-07-15 17:00:40,100%,100%,,80%,100%,100%,100%,100%,100%
2023-07-15 17:00:50,100%,100%,100%,100%,96.3%,100%,100%,100%,
2023-07-15 17:01:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 17:01:10,100%,100%,100%,100%,100%,100%,100%,90.0%,100%
2023-07-15 17:01:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-15 17:01:30,100%,100%,,100%,94.9%,100%,100%,100%,
2023-07-15 17:01:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 17:01:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 17:02:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-15 17:02:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 17:02:20,100%,100%,100%,100%,100%,100%,100%,87.5%,100%
2023-07-15 17:02:30,100%,100%,100%,100%,100%,100%,100%,100%,50%
2023-07-15 17:02:40,100%,100%,100%,93.8%,100%,100%,100%,90.9%,
2023-07-15 17:02:50,100%,100%,100%,100%,94.7%,100%,100%,100%,100%
2023-07-15 17:03:00,100%,100%,,100%,94.7%,100%,100%,87.5%,0%
2023-07-15 17:03:10,100%,100%,100%,100%,96%,100%,100%,100%,100%
2023-07-15 17:03:20,100%,100%,100%,100%,92.3%,100%,100%,100%,
2023-07-15 17:03:30,100%,100%,100%,75.0%,100%,100%,100%,100%,100%
2023-07-15 17:03:40,100%,100%,,100%,100%,100%,100%,100%,
2023-07-15 17:03:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-15 17:04:00,100%,100%,100%,87.5%,96.6%,100%,100%,100%,100%
2023-07-15 17:04:10,100%,100%,100%,85.7%,95.5%,100%,100%,55.6%,100%
2023-07-15 17:04:20,100%,100%,100%,100%,100%,100%,100%,72.7%,50%
2023-07-15 17:04:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
