"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-19 12:35:20,0.200,0.200
2023-07-19 12:35:30,0.700,0.700
2023-07-19 12:35:40,0.700,0.700
2023-07-19 12:35:50,0.700,0.700
2023-07-19 12:36:00,0.200,0.300
2023-07-19 12:36:10,0.300,0.300
2023-07-19 12:36:20,0.300,0.300
2023-07-19 12:36:30,0.200,0.200
2023-07-19 12:36:40,0.400,0.400
2023-07-19 12:36:50,0.800,0.800
2023-07-19 12:37:00,0.100,0.100
2023-07-19 12:37:10,0.100,0.100
2023-07-19 12:37:20,0.300,0.300
2023-07-19 12:37:30,0.400,0.400
2023-07-19 12:37:40,0.800,0.800
2023-07-19 12:37:50,0.800,0.800
2023-07-19 12:38:00,0.300,0.300
2023-07-19 12:38:10,0.100,0.100
2023-07-19 12:38:20,0.200,0.200
2023-07-19 12:38:30,0.400,0.400
2023-07-19 12:38:40,0.400,0.400
2023-07-19 12:38:50,0.700,0.700
2023-07-19 12:39:00,0.600,0.600
2023-07-19 12:39:10,0.200,0.200
2023-07-19 12:39:20,0.700,0.700
2023-07-19 12:39:30,0.400,0.400
2023-07-19 12:39:40,0.700,0.700
2023-07-19 12:39:50,0.400,0.400
2023-07-19 12:40:00,0.400,0.400
2023-07-19 12:40:10,0.700,0.700
2023-07-19 12:40:20,0.400,0.400
2023-07-19 12:40:30,0.700,0.700
2023-07-19 12:40:40,0.600,0.600
2023-07-19 12:40:50,0.400,0.400
2023-07-19 12:41:00,0.800,0.800
2023-07-19 12:41:10,0.400,0.400
2023-07-19 12:41:20,0.200,0.200
2023-07-19 12:41:30,0.200,0.200
2023-07-19 12:41:40,0.500,0.500
2023-07-19 12:41:50,0.300,0.300
2023-07-19 12:42:00,0.300,0.300
2023-07-19 12:42:10,0.400,0.400
2023-07-19 12:42:20,0.500,0.500
2023-07-19 12:42:30,0.400,0.400
2023-07-19 12:42:40,0.600,0.600
2023-07-19 12:42:50,0.400,0.400
2023-07-19 12:43:00,0.400,0.400
2023-07-19 12:43:10,0.200,0.200
2023-07-19 12:43:20,0.300,0.300
2023-07-19 12:43:30,0.400,0.400
2023-07-19 12:43:40,0.800,0.800
2023-07-19 12:43:50,0.400,0.400
2023-07-19 12:44:00,0.300,0.300
2023-07-19 12:44:10,0.400,0.400
2023-07-19 12:44:20,0.200,0.200
2023-07-19 12:44:30,0.300,0.300
2023-07-19 12:44:40,0.400,0.400
2023-07-19 12:44:50,0.500,0.500
2023-07-19 12:45:00,0.400,0.400
2023-07-19 12:45:10,0.300,0.300
2023-07-19 12:45:20,0.600,0.600
2023-07-19 12:45:30,0.300,0.300
2023-07-19 12:45:40,0.100,0.100
2023-07-19 12:45:50,0.300,0.300
2023-07-19 12:46:00,0.700,0.700
2023-07-19 12:46:10,0.500,0.500
2023-07-19 12:46:20,0.500,0.600
2023-07-19 12:46:30,0.600,0.700
2023-07-19 12:46:40,0.300,0.300
2023-07-19 12:46:50,0.500,0.500
2023-07-19 12:47:00,0.400,0.500
2023-07-19 12:47:10,0.300,0.500
2023-07-19 12:47:20,0.200,0.300
2023-07-19 12:47:30,0.600,0.600
2023-07-19 12:47:40,0.300,0.300
2023-07-19 12:47:50,0.400,0.400
2023-07-19 12:48:00,0.400,0.400
2023-07-19 12:48:10,0,0.200
2023-07-19 12:48:20,0.700,0.700
2023-07-19 12:48:30,0.500,0.500
2023-07-19 12:48:40,0.100,0.100
2023-07-19 12:48:50,0.200,0.300
2023-07-19 12:49:00,0.200,0.300
2023-07-19 12:49:10,0.300,0.300
2023-07-19 12:49:20,0.600,0.600
2023-07-19 12:49:30,0.600,0.600
2023-07-19 12:49:40,0.400,0.400
2023-07-19 12:49:50,0.400,0.400
2023-07-19 12:50:00,0.500,0.500
2023-07-19 12:50:20,0.200,0.200
2023-07-19 12:50:30,0.400,0.400
2023-07-19 12:50:40,0.200,0.200
2023-07-19 12:50:50,0.600,0.600
2023-07-19 12:51:00,0.500,0.500
2023-07-19 12:51:10,0.700,0.700
2023-07-19 12:51:20,0.400,0.400
2023-07-19 12:51:30,0.700,0.700
2023-07-19 12:51:40,0.500,0.500
2023-07-19 12:51:50,0.600,0.600
2023-07-19 12:52:00,0.300,0.300
2023-07-19 12:52:10,0.700,0.700
2023-07-19 12:52:20,0.300,0.300
2023-07-19 12:52:30,0.200,0.300
2023-07-19 12:52:40,0.300,0.300
2023-07-19 12:52:50,0.500,0.600
2023-07-19 12:53:00,0.400,0.400
2023-07-19 12:53:10,0.600,0.600
2023-07-19 12:53:20,0.200,0.200
2023-07-19 12:53:30,0.500,0.500
2023-07-19 12:53:40,0.600,0.600
2023-07-19 12:53:50,0.600,0.600
2023-07-19 12:54:00,0.500,0.700
2023-07-19 12:54:10,0.500,0.500
2023-07-19 12:54:20,0.400,0.400
2023-07-19 12:54:30,0.400,0.400
2023-07-19 12:54:40,0.200,0.200
2023-07-19 12:54:50,0.600,0.600
2023-07-19 12:55:00,0.500,0.500
2023-07-19 12:55:10,0.300,0.300
2023-07-19 12:55:20,0.300,0.300
2023-07-19 12:55:30,0.500,0.500
2023-07-19 12:55:40,0.500,0.500
2023-07-19 12:55:50,0.600,0.600
2023-07-19 12:56:00,0.700,0.700
2023-07-19 12:56:10,0.700,0.700
2023-07-19 12:56:20,0.500,0.500
2023-07-19 12:56:30,0.400,0.400
2023-07-19 12:56:40,0.200,0.200
2023-07-19 12:56:50,0.300,0.300
2023-07-19 12:57:00,0.400,0.400
2023-07-19 12:57:10,0.600,0.600
2023-07-19 12:57:20,0.900,0.900
2023-07-19 12:57:30,0.300,0.300
2023-07-19 12:57:40,0.400,0.400
2023-07-19 12:57:50,0.600,0.600
2023-07-19 12:58:00,0.800,0.800
2023-07-19 12:58:10,0.300,0.300
2023-07-19 12:58:30,0.400,0.400
2023-07-19 12:58:40,0.200,0.200
2023-07-19 12:58:50,0.500,0.500
2023-07-19 12:59:00,0.100,0.100
2023-07-19 12:59:10,0.400,0.500
2023-07-19 12:59:20,0.500,0.500
2023-07-19 12:59:30,0.600,0.600
2023-07-19 12:59:40,0.300,0.300
2023-07-19 12:59:50,0.700,0.700
2023-07-19 13:00:00,0.300,0.400
2023-07-19 13:00:10,0.400,0.600
2023-07-19 13:00:20,0.400,0.500
2023-07-19 13:00:30,0.600,0.600
2023-07-19 13:00:40,0.300,0.300
2023-07-19 13:00:50,0.100,0.200
2023-07-19 13:01:00,0.500,0.600
2023-07-19 13:01:10,0.500,0.700
2023-07-19 13:01:20,0.300,0.300
2023-07-19 13:01:30,0.600,0.600
2023-07-19 13:01:40,0.200,0.200
2023-07-19 13:01:50,0.600,0.600
2023-07-19 13:02:00,0.800,0.800
2023-07-19 13:02:10,0.700,0.700
2023-07-19 13:02:20,0.400,0.400
2023-07-19 13:02:30,0.300,0.300
2023-07-19 13:02:40,0.200,0.200
2023-07-19 13:03:00,0.100,0.100
2023-07-19 13:03:10,0.600,0.600
2023-07-19 13:03:20,0.500,0.500
2023-07-19 13:03:30,0.700,0.700
2023-07-19 13:03:40,0.400,0.400
2023-07-19 13:03:50,0.300,0.300
2023-07-19 13:04:00,0.400,0.400
2023-07-19 13:04:10,0.300,0.300
2023-07-19 13:04:20,0.300,0.300
2023-07-19 13:04:30,0.200,0.200
2023-07-19 13:04:40,0.300,0.300
2023-07-19 13:04:50,0.400,0.400
2023-07-19 13:05:00,0.800,0.800
2023-07-19 13:05:10,0.100,0.100
2023-07-19 13:05:20,0.500,0.500
2023-07-19 13:05:30,0.400,0.500
2023-07-19 13:05:40,0.500,0.500
2023-07-19 13:05:50,0.200,0.200
2023-07-19 13:06:00,0.400,0.500
2023-07-19 13:06:10,0.500,0.500
2023-07-19 13:06:20,0.300,0.300
2023-07-19 13:06:30,0.600,0.600
2023-07-19 13:06:40,0.500,0.600
2023-07-19 13:06:50,0.700,0.700
2023-07-19 13:07:00,0.300,0.400
2023-07-19 13:07:10,0.500,0.600
2023-07-19 13:07:20,0.600,0.600
2023-07-19 13:07:30,0.400,0.400
2023-07-19 13:07:40,0.200,0.200
2023-07-19 13:07:50,0.400,0.400
2023-07-19 13:08:00,0.200,0.200
2023-07-19 13:08:10,0.500,0.500
2023-07-19 13:08:20,0.100,0.100
2023-07-19 13:08:30,0.400,0.400
2023-07-19 13:08:40,0.300,0.300
2023-07-19 13:08:50,0.500,0.500
2023-07-19 13:09:00,0.200,0.200
2023-07-19 13:09:10,0.400,0.400
2023-07-19 13:09:20,0.500,0.500
2023-07-19 13:09:30,0.200,0.200
2023-07-19 13:09:40,0.300,0.300
2023-07-19 13:09:50,0.200,0.200
2023-07-19 13:10:00,0.500,0.500
2023-07-19 13:10:10,0.200,0.200
2023-07-19 13:10:20,0.400,0.400
2023-07-19 13:10:30,0.400,0.400
2023-07-19 13:10:40,0.400,0.400
2023-07-19 13:10:50,0.300,0.300
2023-07-19 13:11:00,0.500,0.600
2023-07-19 13:11:10,0.500,0.500
2023-07-19 13:11:20,0.200,0.300
2023-07-19 13:11:30,0.100,0.100
2023-07-19 13:11:40,0.300,0.300
2023-07-19 13:11:50,0.100,0.100
2023-07-19 13:12:00,0.400,0.400
2023-07-19 13:12:10,0.600,0.700
2023-07-19 13:12:20,0.500,0.500
2023-07-19 13:12:30,0.500,0.500
2023-07-19 13:12:40,0.100,0.100
2023-07-19 13:12:50,0.500,0.600
2023-07-19 13:13:00,0.200,0.200
2023-07-19 13:13:10,0.300,0.300
2023-07-19 13:13:20,0.300,0.300
2023-07-19 13:13:30,0.300,0.300
2023-07-19 13:13:40,0.600,0.600
2023-07-19 13:13:50,0.500,0.800
2023-07-19 13:14:00,0.400,0.400
2023-07-19 13:14:10,0.600,0.600
2023-07-19 13:14:20,0.800,0.800
2023-07-19 13:14:30,0.500,0.500
2023-07-19 13:14:40,0.300,0.300
2023-07-19 13:14:50,0.300,0.300
2023-07-19 13:15:00,0.400,0.400
2023-07-19 13:15:10,0.500,0.500
2023-07-19 13:15:20,0.200,0.200
2023-07-19 13:15:30,0.800,0.800
2023-07-19 13:15:40,0.200,0.200
2023-07-19 13:15:50,0.500,0.500
2023-07-19 13:16:00,0.300,0.300
2023-07-19 13:16:10,0.500,0.500
2023-07-19 13:16:20,0.600,0.600
2023-07-19 13:16:30,0.500,0.500
2023-07-19 13:16:40,0.500,0.500
2023-07-19 13:16:50,0.300,0.300
2023-07-19 13:17:00,0.300,0.300
2023-07-19 13:17:10,0.400,0.400
2023-07-19 13:17:20,0.200,0.300
2023-07-19 13:17:30,0.500,0.600
2023-07-19 13:17:40,0.400,0.400
2023-07-19 13:17:50,0.400,0.400
2023-07-19 13:18:00,0.500,0.500
2023-07-19 13:18:10,0.100,0.100
2023-07-19 13:18:20,0.100,0.300
2023-07-19 13:18:30,0.500,0.600
2023-07-19 13:18:40,0.500,0.500
2023-07-19 13:18:50,0.300,0.300
2023-07-19 13:19:00,0.200,0.200
2023-07-19 13:19:10,0.100,0.200
2023-07-19 13:19:20,0.500,0.500
2023-07-19 13:19:30,0.300,0.300
2023-07-19 13:19:40,0.500,0.600
2023-07-19 13:19:50,0.400,0.500
2023-07-19 13:20:00,0.100,0.100
2023-07-19 13:20:10,0.400,0.400
2023-07-19 13:20:20,0.200,0.200
2023-07-19 13:20:30,0.500,0.500
2023-07-19 13:20:40,0.100,0.100
2023-07-19 13:20:50,0.300,0.300
2023-07-19 13:21:00,0.500,0.500
