"Time","POST /login (SRinT)","POST /login (SR)"
2023-07-16 04:05:20,0.400,0.400
2023-07-16 04:05:30,0.400,0.400
2023-07-16 04:05:40,0.600,0.600
2023-07-16 04:05:50,0.700,0.700
2023-07-16 04:06:00,0.300,0.300
2023-07-16 04:06:10,0.400,0.400
2023-07-16 04:06:20,0.100,0.100
2023-07-16 04:06:30,0.400,0.400
2023-07-16 04:06:40,0.200,0.200
2023-07-16 04:06:50,0.200,0.200
2023-07-16 04:07:00,0.700,0.700
2023-07-16 04:07:10,0.400,0.400
2023-07-16 04:07:20,0.400,0.400
2023-07-16 04:07:30,0.500,0.500
2023-07-16 04:07:40,0.500,0.500
2023-07-16 04:07:50,0.200,0.200
2023-07-16 04:08:00,0.300,0.300
2023-07-16 04:08:10,0.600,0.600
2023-07-16 04:08:20,0.400,0.400
2023-07-16 04:08:30,0.400,0.400
2023-07-16 04:08:40,0.700,0.700
2023-07-16 04:08:50,0.400,0.400
2023-07-16 04:09:00,0.400,0.400
2023-07-16 04:09:10,0.600,0.600
2023-07-16 04:09:20,0.600,0.600
2023-07-16 04:09:30,0.200,0.200
2023-07-16 04:09:40,0.200,0.200
2023-07-16 04:09:50,0.100,0.100
2023-07-16 04:10:00,0.300,0.300
2023-07-16 04:10:10,0.600,0.600
2023-07-16 04:10:20,0.600,0.600
2023-07-16 04:10:30,0.700,0.700
2023-07-16 04:10:40,0.400,0.400
2023-07-16 04:10:50,0.400,0.400
2023-07-16 04:11:00,0.200,0.200
2023-07-16 04:11:10,0.500,0.500
2023-07-16 04:11:20,0.600,0.600
2023-07-16 04:11:30,0.300,0.300
2023-07-16 04:11:40,0.300,0.300
2023-07-16 04:11:50,0.600,0.600
2023-07-16 04:12:00,0.300,0.300
2023-07-16 04:12:10,0.400,0.400
2023-07-16 04:12:30,0.700,0.700
2023-07-16 04:12:40,0.200,0.200
2023-07-16 04:12:50,0.800,0.800
2023-07-16 04:13:00,0.400,0.400
2023-07-16 04:13:10,0.700,0.700
2023-07-16 04:13:20,0.800,0.800
2023-07-16 04:13:30,0.500,0.500
2023-07-16 04:13:40,0.500,0.500
2023-07-16 04:13:50,0.700,0.700
2023-07-16 04:14:00,0.400,0.400
2023-07-16 04:14:10,0.900,0.900
2023-07-16 04:14:20,0.600,0.600
2023-07-16 04:14:30,1,1
2023-07-16 04:14:40,0.500,0.500
2023-07-16 04:14:50,0.500,0.500
2023-07-16 04:15:00,0.200,0.200
2023-07-16 04:15:10,0.100,0.100
2023-07-16 04:15:20,0.500,0.500
2023-07-16 04:15:30,0.500,0.500
