"Time","GET /login 20ms","GET /signup 20ms","POST /logout 20ms","GET / 30ms","GET /home 30ms","POST /deposit 300ms","POST /payment 300ms","POST /login 2000ms","POST /signup 3000ms"
2023-07-19 02:35:20,100%,,100%,100%,93.3%,100%,100%,100%,
2023-07-19 02:35:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:35:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:35:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-19 02:36:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:36:10,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-19 02:36:20,100%,,,100%,100%,100%,100%,100%,100%
2023-07-19 02:36:30,100%,,,100%,100%,100%,100%,100%,
2023-07-19 02:36:40,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-19 02:36:50,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-19 02:37:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:37:10,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:37:20,100%,100%,,100%,100%,100%,100%,100%,
2023-07-19 02:37:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:37:40,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:37:50,100%,100%,,100%,100%,100%,100%,100%,
2023-07-19 02:38:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:38:10,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-19 02:38:20,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-19 02:38:30,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:38:40,100%,100%,,100%,100%,100%,100%,100%,
2023-07-19 02:38:50,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:39:00,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-19 02:39:10,,,,100%,100%,100%,100%,100%,
2023-07-19 02:39:20,100%,,100%,100%,100%,100%,100%,100%,
2023-07-19 02:39:30,,,,100%,100%,100%,100%,100%,100%
2023-07-19 02:39:40,,,,100%,100%,100%,100%,100%,
2023-07-19 02:39:50,100%,100%,100%,100%,100%,100%,100%,100%,
2023-07-19 02:40:00,100%,100%,100%,100%,100%,100%,100%,100%,100%
2023-07-19 02:40:10,100%,100%,100%,100%,100%,100%,100%,,100%
2023-07-19 02:40:20,100%,100%,,100%,100%,100%,100%,100%,100%
2023-07-19 02:40:30,100%,100%,100%,100%,100%,100%,,100%,
